scheme_name,scheme_link
Employment schemes for ex-servicemen and widows of defence personnel,https://www.india.gov.in/employment-schemes-ex-servicemen-and-widows-defence-personnel
Mahatma Gandhi National Rural Employment Guarantee Scheme of Andhra Pradesh,https://www.india.gov.in/mahatma-gandhi-national-rural-employment-guarantee-scheme-andhra-pradesh
Integrated Wasteland Development Programme by Ministry of Rural Development,https://www.india.gov.in/integrated-wasteland-development-programme-ministry-rural-development
Integrated Watershed Management Programme by Ministry of Rural Development,https://www.india.gov.in/integrated-watershed-management-programme-ministry-rural-development
Information on programmes for care and protection of children by Ministry of Women and Child Development,https://www.india.gov.in/information-programmes-care-and-protection-children-ministry-women-and-child-development
Information on Gram Suraksha Rural Postal Life Insurance Scheme by India Post,https://www.india.gov.in/information-gram-suraksha-rural-postal-life-insurance-scheme-india-post
Information about Gram Sumangal Rural Postal Life Insurance Scheme by India Post,https://www.india.gov.in/information-about-gram-sumangal-rural-postal-life-insurance-scheme-india-post
Gram Santhosh Rural Postal Life Insurance Scheme by India Post,https://www.india.gov.in/gram-santhosh-rural-postal-life-insurance-scheme-india-post
Information on Post Office Saving Schemes of India Post,https://www.india.gov.in/information-post-office-saving-schemes-india-post
Details of Rural Health Care System,https://www.india.gov.in/details-rural-health-care-system
Intensive Dairy Development Programme by Department of Animal Husbandry Dairying & Fisheries,https://www.india.gov.in/intensive-dairy-development-programme-department-animal-husbandry-dairying-fisheries
Financial assistance to old age pensioners suffering from TB/Cancer in Puducherry,https://www.india.gov.in/financial-assistance-old-age-pensioners-suffering-tbcancer-puducherry
ICDS scheme by Department of Women and Child Development of Puducherry,https://www.india.gov.in/icds-scheme-department-women-and-child-development-puducherry
Integrated programme for street children by Ministry of Women and Child Development,https://www.india.gov.in/integrated-programme-street-children-ministry-women-and-child-development
Panchayat Union School Renovation Programme in Tamil Nadu,https://www.india.gov.in/panchayat-union-school-renovation-programme-tamil-nadu
Scheme for welfare of working children by Ministry of Women and Child Development,https://www.india.gov.in/scheme-welfare-working-children-ministry-women-and-child-development
Scheme of house building advance to Central Government employees,https://www.india.gov.in/scheme-house-building-advance-central-government-employees
Scheme of Assistance for Prevention of Alcoholism and Substance Abuse and for Social Defence Services,https://www.india.gov.in/scheme-assistance-prevention-alcoholism-and-substance-abuse-and-social-defence-services
Integrated Housing and Slum Development Programme in Himachal Pradesh,https://www.india.gov.in/integrated-housing-and-slum-development-programme-himachal-pradesh
Assistance for Modernisation of Slaughter Houses and Carcass Utilization Plants,https://www.india.gov.in/assistance-modernisation-slaughter-houses-and-carcass-utilization-plants
"Information on schemes and monitoring by Department of Revenue, Rehabilitation and Disaster Management of Punjab",https://www.india.gov.in/information-schemes-and-monitoring-department-revenue-rehabilitation-and-disaster-management-punjab
"Central Sheep Breeding Farm scheme by Department of Animal Husbandry, Dairying & Fisheries",https://www.india.gov.in/central-sheep-breeding-farm-scheme-department-animal-husbandry-dairying-fisheries
"Integrated scheme of oilseeds, pulses, oilpalm and maize",https://www.india.gov.in/integrated-scheme-oilseeds-pulses-oilpalm-and-maize
Centrally sponsored schemes by Agriculture Department of Andaman and Nicobar,https://www.india.gov.in/centrally-sponsored-schemes-agriculture-department-andaman-and-nicobar
Grant-in-aid scheme for voluntary agencies handling environment sectors,https://www.india.gov.in/grant-aid-scheme-voluntary-agencies-handling-environment-sectors
Scholarship schemes for students from minority communities,https://www.india.gov.in/scholarship-schemes-students-minority-communities
National Horticulture Mission in Maharashtra,https://www.india.gov.in/national-horticulture-mission-maharashtra
Scheme for market development assistance for small scale industry exporters,https://www.india.gov.in/scheme-market-development-assistance-small-scale-industry-exporters
Welfare schemes and activities of Border Security Force (BSF),https://www.india.gov.in/welfare-schemes-and-activities-border-security-force-bsf
Website of Central Government Health Scheme in Kolkata,https://www.india.gov.in/website-central-government-health-scheme-kolkata
Information on Child Protection Programme in Chandigarh,https://www.india.gov.in/information-child-protection-programme-chandigarh
Information on Promotion of National Integration Scheme in Uttar Pradesh,https://www.india.gov.in/information-promotion-national-integration-scheme-uttar-pradesh
Schemes for welfare of backward classes by Ministry of Social Justice and Empowerment,https://www.india.gov.in/schemes-welfare-backward-classes-ministry-social-justice-and-empowerment
National Family Welfare Programme by Department of Health and Family Welfare of Punjab,https://www.india.gov.in/national-family-welfare-programme-department-health-and-family-welfare-punjab
Main schemes of Small Industries Development Bank of India,https://www.india.gov.in/main-schemes-small-industries-development-bank-india
National Rural Health Mission in Arunachal Pradesh,https://www.india.gov.in/national-rural-health-mission-arunachal-pradesh
"Information on Employment Subsidy scheme by Directorate of Industries, Trade and Commerce of Goa",https://www.india.gov.in/information-employment-subsidy-scheme-directorate-industries-trade-and-commerce-goa
Information on Goa State Financial Incentives to the Industries for Certification and Patenting Scheme,https://www.india.gov.in/information-goa-state-financial-incentives-industries-certification-and-patenting-scheme
Information on Livestock Census,https://www.india.gov.in/information-livestock-census
Nutrition programme for adolescent girls,https://www.india.gov.in/nutrition-programme-adolescent-girls
Kishori Shakti Yojana by Ministry of Women and Child Development,https://www.india.gov.in/kishori-shakti-yojana-ministry-women-and-child-development
Swayamsiddha Scheme by Ministry of Women and Child Development,https://www.india.gov.in/swayamsiddha-scheme-ministry-women-and-child-development
Information on Integrated Child Development Services Scheme,https://www.india.gov.in/information-integrated-child-development-services-scheme
Scheme of Family Counseling Centres,https://www.india.gov.in/scheme-family-counseling-centres
Information on Dairy Venture Capital Fund,https://www.india.gov.in/information-dairy-venture-capital-fund
National Project for Cattle and Buffalo Breeding,https://www.india.gov.in/national-project-cattle-buffalo-breeding
Intensive Dairy Development Programme,https://www.india.gov.in/intensive-dairy-development-programme
Integrated Programme for Older Persons by Ministry of Social Justice and Empowerment,https://www.india.gov.in/integrated-programme-older-persons-ministry-social-justice-and-empowerment
Information on Technology Transfer Division of the Department of Science and Technology,https://www.india.gov.in/information-technology-transfer-division-department-science-and-technology
Earth system science programme of Department of Science and Technology,https://www.india.gov.in/earth-system-science-programme-department-science-and-technology
Ramanna fellowships by Department of Science and Technology,https://www.india.gov.in/ramanna-fellowships-department-science-and-technology
District Primary Education Programme by Ministry of Education,https://www.india.gov.in/district-primary-education-programme-ministry-human-resource-development
Information on Agriculture and Processed food Export Development Agency schemes by Ministry of Food Processing Industries,https://www.india.gov.in/information-agriculture-and-processed-food-export-development-agency-schemes-ministry-food-processin
Information on National Horticulture Board Schemes by Ministry of Food Processing Industries,https://www.india.gov.in/information-national-horticulture-board-schemes-ministry-food-processing-industries
Integrated Pest Management Scheme by Department of Agriculture and Farmers Welfare,https://www.india.gov.in/integrated-pest-management-scheme-department-agriculture-and-farmers-welfare
Common Services Centers Scheme of Ministry of Electronics and Information Technology,https://www.india.gov.in/common-services-centers-scheme-ministry-electronics-and-information-technology
Initiatives to combat trafficking by Ministry of Women and Child Development,https://www.india.gov.in/initiatives-combat-trafficking-ministry-women-and-child-development
Department-wise schemes of Ministry of Rural Development,https://www.india.gov.in/department-wise-schemes-ministry-rural-development
Jawaharlal Nehru National Solar Mission Scheme,https://www.india.gov.in/jawaharlal-nehru-national-solar-mission-scheme
Scheme for grants in aid support by Ministry of Electronics and Information Technology,https://www.india.gov.in/scheme-grants-aid-support-ministry-electronics-and-information-technology
Schemes and Services of Ministry of Electronics and Information Technology,https://www.india.gov.in/schemes-and-services-ministry-electronics-and-information-technology
Schemes of Maulana Azad Education Foundation,https://www.india.gov.in/schemes-maulana-azad-education-foundation
Forms for schemes of Himachal Pradesh Scheduled Caste Scheduled Tribe Development Corporation,https://www.india.gov.in/forms-schemes-himachal-pradesh-scheduled-caste-scheduled-tribe-development-corporation
Information on schemes by Department of Education of Gujarat,https://www.india.gov.in/information-schemes-department-education-gujarat
Paryavaran Vahini Scheme by Ministry of Environment and Forests,https://www.india.gov.in/paryavaran-vahini-scheme-ministry-environment-and-forests
Information on schemes for students in Madhya Pradesh,https://www.india.gov.in/information-schemes-students-madhya-pradesh
Inclusive education of disabled at Secondary stage,https://www.india.gov.in/inclusive-education-disabled-secondary-stage
Girls Hostel scheme of Department of School Education and Literacy,https://www.india.gov.in/girls-hostel-scheme-department-school-education-and-literacy
Information on schemes by Department of Elementary Education and Literacy,https://www.india.gov.in/information-schemes-department-elementary-education-and-literacy
Information on Mahila Samakhya Programme by Department of School Education and Literacy,https://www.india.gov.in/information-mahila-samakhya-programme-department-school-education-and-literacy
Information about teacher education by Department of School Education and Literacy,https://www.india.gov.in/information-about-teacher-education-department-school-education-and-literacy
Information on initiatives for Elementary Education,https://www.india.gov.in/information-initiatives-elementary-education
Information on initiatives by Department of School Education and Literacy,https://www.india.gov.in/information-initiatives-department-school-education-and-literacy
Information on schemes by Directorate of Education of Goa,https://www.india.gov.in/information-schemes-directorate-education-goa
Information on Scientific and Engineering Research by Department of Science and Technology,https://www.india.gov.in/information-scientific-and-engineering-research-department-science-and-technology
Research & Development funding schemes of Central Government Departments and Agencies,https://www.india.gov.in/research-development-funding-schemes-central-government-departments-and-agencies
Technology Management Programme by Department of Scientific and Industrial Research,https://www.india.gov.in/technology-management-programme-department-scientific-and-industrial-research
Technology Information Facilitation Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/technology-information-facilitation-programme-department-scientific-industrial-research
Technopreneur Promotion Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/technopreneur-promotion-programme-department-scientific-industrial-research
Technology Development and Utilisation Programme for Women by Department of Scientific & Industrial Research,https://www.india.gov.in/technology-development-and-utilisation-programme-women-department-scientific-industrial-rese
Technology Development and Demonstration Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/technology-development-and-demonstration-programme-department-scientific-industrial-research
International Technology Transfer Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/international-technology-transfer-programme-department-scientific-industrial-research
Industrial Research and Development Promotion Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/industrial-research-and-development-promotion-programme-department-scientific-industrial-res
Consultancy Promotion Programme by Department of Scientific & Industrial Research,https://www.india.gov.in/consultancy-promotion-programme-department-scientific-industrial-research
Information on Industrial Estate Programme for Small Scale Industries,https://www.india.gov.in/information-industrial-estate-programme-small-scale-industries
Information on Factoring Services for Small Scale Industries,https://www.india.gov.in/information-factoring-services-small-scale-industries
Information on small scale industries scheme and excise duty policy,https://www.india.gov.in/information-small-scale-industries-scheme-and-excise-duty-policy
"Information on Management Development Programmes of Micro, Small and Medium Enterprises",https://www.india.gov.in/information-management-development-programmes-micro-small-and-medium-enterprises
"Information about marketing assistance for Micro, Small and Medium Enterprises",https://www.india.gov.in/information-about-marketing-assistance-micro-small-and-medium-enterprises
"Information on Industrial Motivation Campaigns for Micro, Small and Medium Enterprises",https://www.india.gov.in/information-industrial-motivation-campaigns-micro-small-and-medium-enterprises
"Information on entrepreneurship skill development programme by Ministry of Micro, Small and Medium Enterprises",https://www.india.gov.in/information-entrepreneurship-skill-development-programme-ministry-micro-small-and-medium-ent
"Enterprise and skill development programmes by Ministry of Micro, Small and Medium Enterprises",https://www.india.gov.in/enterprise-and-skill-development-programmes-ministry-micro-small-and-medium-enterprises
Information on Entrepreneurship Development Programmes,https://www.india.gov.in/information-entrepreneurship-development-programmes
Business skill development programmes for new entrepreneurs by Ministry of Micro Small and Medium Enterprises,https://www.india.gov.in/business-skill-development-programmes-new-entrepreneurs-ministry-micro-small-and-medium-ente
Credit support to medium and small enterprises by Ministry of Micro Small and Medium Enterprises,https://www.india.gov.in/credit-support-medium-and-small-enterprises-ministry-micro-small-and-medium-enterprises
Information on Janani Suraksha Yojana in Daman,https://www.india.gov.in/information-janani-suraksha-yojana-daman
"Information on schemes of Department of Animal Husbandry, Dairying and Fisheries",https://www.india.gov.in/information-schemes-department-animal-husbandry-dairying-and-fisheries
Information on schemes for empowerment of persons with disabilities,https://www.india.gov.in/information-schemes-empowerment-persons-disabilities
Information about Social Defence Schemes and Programmes,https://www.india.gov.in/information-about-social-defence-schemes-and-programmes
